	group_name	protein_count	species_count	functional_category	functional_description	metagenome_sample_count	asf_species
1211	ENOG4107833	3	3	S		1	A519
1212	ENOG4108YCF	25	25	M	glycosyl transferase group 1	15	A519
1213	ENOG41064I3	7	6	S		14	A492
1214	ENOG41064IT	8	8	S		14	A492
1215	ENOG41064IK	10	9	S	Protein of unknown function (DUF2786)	13	A502
1216	ENOG4105NDH	149	98	O	peptidase s1 and s6 chymotrypsin hap	9	A519
1217	ENOG4106PBD	2	2	S		12	A519
1218	ENOG4107XK8	2	2	M	Glycosyl transferases group 1	12	A519
1219	ENOG4108BII	25	21	S		14	A502
1220	ENOG4106FZS	15	15	S	Lipoprotein-34	4	A519
1221	ENOG41064M9	41	32	K	RNA Polymerase	15	A502
1222	ENOG41064MH	49	47	K	Transcriptional regulator (XRE family	2	A492
1223	ENOG4105KTM	2	2	Q	Thioesterase superfamily	9	A519
1224	ENOG4105KTZ	118	118	S	Protein of unknown function (DUF2721)	14	A519
1225	ENOG4105KTW	134	109	E	ethanolamine utilization protein	14	A502
1226	ENOG4105Y36	517	357	P	Binding-protein-dependent transport systems, inner membrane component	12	A356
1227	ENOG4108XM2	25	25	S		9	A356
1228	ENOG41072HQ	24	23	S		7	A492
1229	ENOG41072HU	2	2	S		8	A502
1230	ENOG4106TDF	3	3	S	NifU-like N terminal domain	6	A519
1231	ENOG4105S4U	24	24	S	addiction module toxin, RelE StbE family	14	A492
1232	ENOG4107SFW	121	120	O	Trigger factor	15	A519
1233	ENOG4107SFC	5	5	E	Asparagine synthetase	15	A519
1234	ENOG4106B1D	122	104	M	glycosyl transferase group 1	15	A519
1235	ENOG4106WM1	3	2	S		5	A356
1236	ENOG4106M57	7	7	V	FtsX-like permease family	13	A502
1237	ENOG4108HF7	43	43	K	Gcn5-related n-acetyltransferase	4	A500
1238	ENOG4108HFI	5	5	S		13	A500
1239	ENOG4108C3N	2	2	S		6	A457
1240	ENOG4107ESN	4	4	N	Flagella basal body P-ring formation protein flgA	3	A519
1241	ENOG4107G7E	2	2	C	Molybdopterin-binding domain of aldehyde dehydrogenase	11	A492
1242	ENOG4107G78	3	3	U	Pfam:TraG	13	A500
1243	ENOG4108MM3	21	19	G	Glycosyl hydrolase family 20, catalytic domain protein	15	A519
1244	ENOG4108MM6	17	17	S		14	A519
1245	ENOG4107WAJ	4	4	V	Mate efflux family protein	6	A457
1246	ENOG4106Z4E	2	2	S		8	A492
1247	ENOG4106Z4I	2	2	S		4	A492
1248	ENOG4106Z4W	9	7	S	(LipO)protein	14	A519
1249	ENOG4107UGC	9	9	K	transcriptional regulator laci family	10	A502
1250	ENOG4108T5C	62	51	T	Transcriptional regulator, Crp Fnr family	10	A502
1251	ENOG4105C97	46	46	S		13	A500
1252	ENOG4105C99	275	268	S	atpase involved in dna repair	15	A519
1253	ENOG4108F04	47	41	G	Phosphoglucomutase Phosphomannomutase	13	A500
1254	ENOG4108F0Q	51	51	I	Acyl-transferase	9	A519
1255	ENOG4105C9E	138	80	T	Two component transcriptional regulator, lyttr family	15	A519
1256	ENOG4108YQW	14	14	T	Pasta domain protein	14	A492
1257	ENOG4108YQG	15	14	S		13	A519
1258	ENOG4108YQ0	19	16	S		14	A502
1259	ENOG4105EG7	135	134	S	HemY domain protein	2	A502
1260	ENOG4105EG5	270	214	U	type VI secretion protein, VC_A0114 family	11	A457
1261	ENOG4107SBA	44	36	O	peptidase S8 and S53, subtilisin, kexin, sedolisin	14	A492
1262	ENOG4107Y8T	23	22	M	tetratricopeptide tpr_2 repeat protein	14	A492
1263	ENOG4107SBN	124	119	G	atp gtp-binding protein	13	A492
1264	ENOG4107SBK	105	104	E	Acetylornithine deacetylase	15	A519
1265	ENOG4106167	19	15	L	Bacterial dnaA  protein	9	A492
1266	ENOG4106N7S	2	2	S	AraC-like ligand binding domain	1	A492
1267	ENOG4107XUW	43	43	K	DNA-binding protein	4	A500
1268	ENOG4107Y17	16	16	M	Patatin-like phospholipase	15	A519
1269	ENOG410711H	2	2	S		6	A492
1270	ENOG4107Y1K	5	5	S	Conserved hypothetical protein 698	10	A361
1271	ENOG4107Y1B	8	8	S	type III effector, Hrp-dependent	13	A502
1272	ENOG4107Y1E	133	132	S	Competence protein	15	A519
1273	ENOG4107K4P	12	10	S		9	A502
1274	ENOG4107PVP	2	2	S		5	A492
1275	ENOG4106RFT	2	2	S		15	A519
1276	ENOG4105WED	12	12	S	Pfam:DUF1239	5	A500
1277	ENOG4105WEM	85	79	G	extracellular solute-binding protein	13	A502
1278	ENOG4108T8Z	50	49	S		14	A502
1279	ENOG4108410	15	13	K	Transcriptional regulator	9	A502
1280	ENOG4108417	9	9	S		5	A356
1281	ENOG410841K	6	6	K	Transcriptional regulator, TraR DksA family	9	A457
1282	ENOG4108GE1	2	2	S		4	A356
1283	ENOG4105F28	507	245	P	tonB-dependent Receptor	15	A519
1284	ENOG4105F26	43	42	S	conserved protein UCP033563	13	A500
1285	ENOG4105F27	1197	663	G	Major Facilitator	15	A361
1286	ENOG4105F2Y	8	8	L	DNA primase is the polymerase that synthesizes small RNA primers for the Okazaki fragments on both template strands at replication forks during chromosomal DNA synthesis (By similarity)	15	A519
1287	ENOG4105F2U	174	112	U	Conjugal transfer protein	8	A457
1288	ENOG41060IM	569	545	O	Heme exporter protein	8	A457
1289	ENOG41060IC	43	41	M	O-Antigen Polymerase	12	A500
1290	ENOG41060IE	4	4	S	phage shock protein C, PspC	3	A519
1291	ENOG41060IX	4	4	S		5	A500
1292	ENOG41060IR	14	13	S		14	A502
1293	ENOG41060IW	146	118	K	transcriptional regulator PadR family	14	A500
1294	ENOG4106Q0W	41	31	S	ragb susd domaiN-containing protein	15	A519
1295	ENOG41076DZ	3	3	S		8	A519
1296	ENOG41076D4	3	3	S		4	A457
1297	ENOG4106WXC	3	2	S	DNA polymerase beta domain protein region	2	A457
1298	ENOG4106WXH	3	3	S	Protein of unknown function (DUF1700)	6	A500
1299	ENOG4106E5Y	5	5	S		13	A519
1300	ENOG4106E5C	7	5	S	Domain of Unknown Function (DUF1080)	9	A519
1301	ENOG4106E51	14	14	S		9	A457
1302	ENOG41075N2	10	10	S		6	A360
1303	ENOG4108R62	28	25	S	Protein of unknown function (DUF1679)	3	A492
1304	ENOG4107WBD	8	8	S	Oxidoreductase short chain dehydrogenase reductase family	13	A519
1305	ENOG4107RUD	82	77	T	anti-sigma regulatory factor serine threonine protein kinase	14	A519
1306	ENOG4107RUF	115	107	M	Glycosyl transferase (Group 1	15	A519
1307	ENOG4107RUA	74	73	C	cytochrome D ubiquinol oxidase subunit II	15	A519
1308	ENOG4107RUN	105	98	S	Cytosolic protein	12	A500
1309	ENOG4107RUT	10	8	U	Conjugal transfer protein	8	A457
1310	ENOG4107RUW	34	34	J	arginyl-trna synthetase	13	A457
1311	ENOG4107RUQ	5	5	P	ABC transporter	8	A361
1312	ENOG4107RUY	436	291	C	(E1 component), alpha subunit	11	A361
1313	ENOG4107RU0	52	49	I	inositoL-3-phosphate synthase	15	A519
1314	ENOG4107RU9	64	64	T	Transcriptional regulator, Crp Fnr family	10	A500
1315	ENOG4105X11	24	18	S		10	A457
1316	ENOG4105X15	246	160	G	PTS System	11	A502
1317	ENOG4105X1Q	140	131	H	TOBE domain protein	6	A457
1318	ENOG4107EH3	5	4	S	ethyl tert-butyl ether degradation EthD	7	A492
1319	ENOG4107P6S	4	3	L	Pfam:HTH_14	9	A360
1320	ENOG4105QTD	14	14	S	glyoxalase bleomycin resistance protein dioxygenase	1	A360
1321	ENOG4105QTA	6	6	T	cyclic nucleotide-binding domain protein	15	A519
1322	ENOG4106C75	17	17	S		13	A492
1323	ENOG4106C7D	12	10	S		11	A361
1324	ENOG4108TBQ	9	6	K	RNA polymerase	15	A519
1325	ENOG4108TBY	3	2	G	Major Facilitator	3	A519
1326	ENOG4106YHF	3	3	T	HATPase_c	7	A500
1327	ENOG4105ZRU	13	12	S		10	A492
1328	ENOG4108IQ2	9	9	V	abc transporter, atp-binding protein	4	A361
1329	ENOG4108IQ4	22	22	S	Endonuclease Exonuclease phosphatase	15	A519
1330	ENOG4108IQH	32	30	S	atp gtp-binding protein	13	A519
1331	ENOG4108K96	32	32	P	efflux transporter, rnd family, mfp subunit	15	A519
1332	ENOG4108K9M	31	23	S	Cell Division Protein	13	A361
1333	ENOG4108K9X	3	2	M	Polysaccharide biosynthesis protein	11	A502
1334	ENOG4107TW8	48	44	O	ADP-ribosylation crystallin J1	14	A361
1335	ENOG4107TWU	103	101	M	heptosyltransferase	15	A519
1336	ENOG4107TWV	66	62	S	fumarylacetoacetate (Faa) hydrolase	3	A360
1337	ENOG4107TWA	4	4	S	permease YjgP YjgQ family protein	6	A457
1338	ENOG41078T8	3	3	S		12	A519
1339	ENOG4106RBN	3	3	V	abc transporter atp-binding protein	8	A361
1340	ENOG4108FSM	6	6	K	Acetyltransferase (GNAT) family	7	A356
1341	ENOG4106Y9A	4	4	S	Nucleotidyltransferase domain	7	A502
1342	ENOG4105HT5	9	9	S	Mannosyltransferase	13	A519
1343	ENOG4105HTX	268	216	M	biosynthesis protein	14	A360
1344	ENOG41082RC	6	6	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation (By similarity)	5	A457
1345	ENOG4107S5P	84	83	L	php domain-containing protein	13	A502
1346	ENOG4107S5S	80	80	O	Peptidyl-prolyl cis-trans isomerase	15	A519
1347	ENOG4107S5E	7	6	S		13	A519
1348	ENOG4107S5F	8	8	KO	Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG (By similarity)	8	A492
1349	ENOG4107S5M	13	13	G	Oligo-1-6-glucosidase	14	A502
1350	ENOG4107S53	133	132	D	rod shape-determining protein RodA	15	A519
1351	ENOG4107S55	17	17	E	Peptidase m29 aminopeptidase ii	13	A356
1352	ENOG4107S57	45	43	I	protein, conserved in bacteria	14	A500
1353	ENOG4108SWK	4	4	S		6	A457
1354	ENOG4108SWJ	19	15	S		14	A500
1355	ENOG4108SWU	53	45	T	Histidine kinase	14	A492
1356	ENOG4108SWZ	18	15	S	Pfam:Bug	12	A356
1357	ENOG4108U3W	8	8	M	Outer membrane efflux protein	13	A519
1358	ENOG4108U3F	32	32	S		5	A356
1359	ENOG4108X7U	23	19	L	Integrase	13	A361
1360	ENOG4106KGG	4	4	S		12	A519
1361	ENOG4106KGV	4	4	M	TonB dependent receptor	15	A519
1362	ENOG4108X71	6	6	L	Pfam:Transposase_17	3	A519
1363	ENOG4107DNG	2	2	S		1	A360
1364	ENOG4107DNE	3	3	S		7	A502
1365	ENOG4107DNK	2	2	J	TGS domain	13	A356
1366	ENOG4107DN3	2	2	S		6	A502
1367	ENOG4108NNA	38	37	M	glycosyl transferase group 1	10	A519
1368	ENOG4108NN5	17	17	M	Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids (By similarity)	12	A500
1369	ENOG4105PNM	301	250	M	synthesis protein	15	A492
1370	ENOG4105PNE	18	18	S		5	A500
1371	ENOG410863S	3	3	S		3	A492
1372	ENOG4108CYZ	2	2	S		11	A519
1373	ENOG4108CY4	2	2	S		3	A492
1374	ENOG4106RPG	2	2	G		3	A492
1375	ENOG4105JVP	3	3	S		6	A361
1376	ENOG4105JV5	7	7	S	Ragb susd domain-containing protein	13	A519
1377	ENOG4108JQZ	4	4	S	Rhs element vgr protein	2	A519
1378	ENOG4106X6Y	2	2	S		13	A519
1379	ENOG4106X6T	2	2	M		8	A500
1380	ENOG4106X6A	2	2	S		9	A360
1381	ENOG4106X63	2	2	S		7	A356
1382	ENOG4108UBE	24	24	M	Glycosyltransferase	7	A502
1383	ENOG4108UB9	24	24	K	transcriptional regulator, AsnC family	15	A519
1384	ENOG4106GV7	3	3	S		7	A457
1385	ENOG4106SD1	4	4	S		13	A519
1386	ENOG4108QKB	26	22	S	Methyl-accepting chemotaxis	13	A492
1387	ENOG4105XJF	105	101	S	stress responsive alpha-beta barrel domain-containing protein	15	A519
1388	ENOG4106TQS	4	4	S		15	A519
1389	ENOG4105E26	772	692	O	Catalyzes the methyl esterification of L-isoaspartyl residues in peptides and proteins that result from spontaneous decomposition of normal L-aspartyl and L-asparaginyl residues. It plays a role in the repair and or degradation of damaged proteins (By similarity)	11	A457
1390	ENOG4105E2W	46	45	S	cytoplasmic protein	3	A360
1391	ENOG4106V0S	3	3	S		5	A492
1392	ENOG4106V0J	3	3	S		2	A519
1393	ENOG4106MP7	3	3	S	Phage protein, HK97 gp10 family	8	A502
1394	ENOG4106MP8	110	109	S	UPF0754 membrane protein	10	A492
1395	ENOG4107SE5	42	42	S	nitrilase cyanide hydratase and apolipoprotein n-acyltransferase	8	A519
1396	ENOG41083J6	12	12	S		13	A500
1397	ENOG4108PAV	52	43	S	RagB SusD domain protein	15	A519
1398	ENOG4108PA0	44	37	G	Carbohydrate kinase	13	A502
1399	ENOG4106RW9	2	2	S		7	A492
1400	ENOG4105Y67	15	14	S		6	A492
1401	ENOG4108WVR	4	3	L	Pfam:Ins_element1	13	A492
1402	ENOG4108ZUU	30	30	S	Archaeal vacuolar-type H -ATPase subunit E	12	A502
1403	ENOG4108ZUP	102	70	K	Transcriptional regulator, ARAC family	14	A519
1404	ENOG4108ZUQ	3	3	S	DoxX	2	A500
1405	ENOG4108ZUD	12	12	S		12	A492
1406	ENOG4108ZUG	51	51	S		15	A519
1407	ENOG4108ZUB	473	450	S	Lysine exporter protein (Lyse ygga)	14	A457
1408	ENOG4108ZU0	231	203	S	ErfK YbiS YcfS YnhG family protein	6	A457
1409	ENOG4107XHP	4	4	GK	ROK family	13	A502
1410	ENOG4107XHT	88	87	S	Putative zinc ribbon domain	14	A457
1411	ENOG41089CR	2	2	S	Protein of unknown function (DUF3298)	7	A502
1412	ENOG41089CZ	2	2	S	Spore germination B3/ GerAC like, C-terminal 	5	A500
1413	ENOG4106U1T	33	25	S		13	A492
1414	ENOG4105DPW	259	190	G	Major facilitator superfamily MFS_1	15	A519
1415	ENOG4105DPS	78	71	S		15	A519
1416	ENOG4105DPD	157	153	E	Binding-protein-dependent transport systems, inner membrane component	5	A502
1417	ENOG4106WJ1	2	2	S		10	A502
1418	ENOG4106Z1I	2	2	K	HTH_XRE	11	A500
1419	ENOG4107XJ9	2	2	J	50S ribosomal protein L22	15	A519
1420	ENOG4107XJG	19	19	Q	coenzyme f390	14	A502
1421	ENOG4107XJR	7	7	S		14	A502
1422	ENOG4108JJJ	6	6	S	Inherit from COG: acetyltransferase	2	A492
1423	ENOG4105TRN	30	20	S	Carbohydrate binding family 6	14	A519
1424	ENOG4108R1Q	9	9	S		9	A492
1425	ENOG4107437	2	2	S		4	A492
1426	ENOG4105NJ6	8	8	S		13	A500
1427	ENOG4105NJ3	47	46	S	(ABC) transporter	9	A519
1428	ENOG4105NJS	159	155	S	thiw protein	12	A356
1429	ENOG4105NJQ	36	32	S	(LipO)protein	7	A360
1430	ENOG41088P2	51	44	K	Transcriptional Regulator AraC Family	14	A502
1431	ENOG41088PX	2	2	K	LysR substrate binding domain	12	A492
1432	ENOG41088PB	4	4	S		14	A519
1433	ENOG41088PK	14	14	G	c4-dicarboxylate-binding protein	11	A500
1434	ENOG4106TJV	3	3	S		10	A519
1435	ENOG4108Y94	26	26	G	Major Facilitator	13	A500
1436	ENOG4106CK9	4	3	K	rna polymerase sigma-70 factor	8	A360
1437	ENOG41083G2	4	4	S	Inherit from NOG: Ribosomal protein	5	A500
1438	ENOG41083GQ	13	13	D	Protein CrcB homolog	4	A360
1439	ENOG41067J2	4	4	U	Conjugal transfer protein	4	A457
1440	ENOG41067J1	4	4	S		6	A457
1441	ENOG41067JM	12	12	S		10	A502
1442	ENOG4105UVM	4	4	S	Colicin v production protein	8	A457
1443	ENOG4107YY3	185	161	G	extracellular solute-binding protein family 1	15	A502
1444	ENOG4107YYR	4	4	S	VIT family	10	A361
1445	ENOG4107YYE	7	7	H	Uroporphyrinogen decarboxylase (URO-D)	14	A519
1446	ENOG41073Q0	2	2	S		10	A519
1447	ENOG41073QM	14	11	S	Ragb susd domain-containing protein	15	A519
1448	ENOG4106YJU	3	2	S		12	A492
1449	ENOG410861K	10	10	T	Fha domain	11	A519
1450	ENOG4106DCD	4	3	S		3	A500
1451	ENOG4106CNC	2	2	S		7	A519
1452	ENOG4107Z9U	4	4	S	Protein of unknown function DUF72	6	A457
1453	ENOG41066YZ	5	4	S		13	A519
1454	ENOG41066Y8	6	6	S		10	A361
1455	ENOG41066Y6	91	91	S		15	A519
1456	ENOG41090UW	104	81	G	PTS System	10	A502
1457	ENOG41090UK	11	11	S	carbohydrate ABC transporter substrate-binding protein, CUT1 family (TC 3.A.1.1.-)	13	A502
1458	ENOG4105MHC	52	50	S	tetratricopeptide	15	A519
1459	ENOG4105MHQ	415	362	C	Low-potential electron donor to a number of redox enzymes (By similarity)	15	A519
1460	ENOG4105MH0	40	39	S		15	A356
1461	ENOG41077VR	2	2	S		3	A519
1462	ENOG41089VZ	4	4	NU	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	8	A519
1463	ENOG41089VM	4	4	M	Rhamnan synthesis protein F	14	A457
1464	ENOG4106UH8	6	6	S		14	A502
1465	ENOG4106UHP	9	9	S		11	A502
1466	ENOG4106T65	2	2	S	SusD family	2	A356
1467	ENOG4108073	5	4	G	Major Facilitator Superfamily	10	A360
1468	ENOG410807E	18	17	I	Cdp-alcohol phosphatidyltransferase	12	A356
1469	ENOG4107QFH	2	2	S		7	A492
1470	ENOG4108QB4	80	78	S		13	A519
1471	ENOG4107N6A	16	5	S		14	A457
1472	ENOG4108XWT	30	30	S		11	A502
1473	ENOG4107GHF	5	5	S	Phage Mu protein F like protein	7	A356
1474	ENOG4105TIN	45	41	P	sulfonate ABC transporter periplamic sulfonate-binding protein	4	A457
1475	ENOG4105TIJ	9	9	S		15	A519
1476	ENOG4105TIC	14	12	S		8	A502
1477	ENOG4105TIY	93	89	S	radical SAM domain protein	13	A500
1478	ENOG4105TIU	7	7	S		12	A502
1479	ENOG4105TIW	4	4	S	GrpE	8	A492
1480	ENOG4105TIR	7	7	S	SpoVT_AbrB	11	A502
1481	ENOG4106DDS	3	3	S		13	A500
1482	ENOG4106A30	29	28	S	reca rada recombinase	7	A502
1483	ENOG4106A3P	21	21	K	RNA Polymerase	14	A519
1484	ENOG4106A3V	9	9	K	Transcriptional regulator	2	A500
1485	ENOG4106A3A	140	109	S	glycosyltransferase	14	A519
1486	ENOG4106A3F	5	5	S		8	A492
1487	ENOG4107HCP	3	3	K	Sigma-70, region 4	11	A519
1488	ENOG4108VF3	63	58	S		15	A519
1489	ENOG4108VF4	12	9	C	Alcohol dehydrogenase, GroES domain protein	2	A500
1490	ENOG410654Q	11	10	S		13	A500
1491	ENOG410654Z	4	4	S		7	A457
1492	ENOG4108KQ1	62	53	K	Transcriptional Regulator AraC Family	15	A519
1493	ENOG4108KQY	23	21	S		13	A502
1494	ENOG4108KQJ	74	73	S	Type 11 methyltransferase	12	A492
1495	ENOG4108KQE	33	32	S	Capsular polysaccharide biosynthesis protein	12	A492
1496	ENOG4106NV4	99	77	G	(ABC) transporter	12	A502
1497	ENOG4106NVS	2	2	K	sigma54 specific, transcriptional regulator, Fis family	2	A356
1498	ENOG4106NVZ	4	2	L	Inherit from COG: transposase	15	A361
1499	ENOG4108M94	7	7	S		13	A519
1500	ENOG4108M9R	17	15	S	Domain of Unknown Function (DUF1080)	10	A519
1501	ENOG4108M9E	45	45	G	kinase (PfkB family	15	A519
1502	ENOG4107VSF	12	12	E	Transglutaminase-like superfamily	13	A519
1503	ENOG41083Z0	8	8	P	Protein of unknown function DUF47	4	A519
1504	ENOG4108P18	64	62	Q	methyltransferase	15	A519
1505	ENOG4108P1X	49	45	I	synthase	15	A457
1506	ENOG4108P1W	37	24	V	ABC transporter, permease	14	A519
1507	ENOG4108P1U	5	5	S	Methyl-accepting chemotaxis sensory transducer	2	A492
1508	ENOG4108P1Q	59	59	O	Antioxidant, AhpC TSA family	15	A519
1509	ENOG4108P1B	55	51	S		13	A502
1510	ENOG4108D45	16	16	S		9	A519
1511	ENOG4108D4K	2	2	K	HTH_ARAC	3	A356
1512	ENOG4106PN9	2	2	S		9	A519
1513	ENOG41067UN	54	49	S	Domain of unknown function (DUF955)	13	A502
1514	ENOG4106PN2	180	160	S	(LipO)protein	12	A519
1515	ENOG41073JU	3	3	S		6	A356
1516	ENOG41068HE	15	12	S	Wgr domain-containing protein	5	A356
1517	ENOG41068HN	91	86	Q	Thioesterase	11	A500
1518	ENOG41068HY	12	11	S		13	A492
1519	ENOG41068H7	4	4	S		2	A519
1520	ENOG4105GWR	7	7	S	Domain of unknown function (DUF1905)	7	A519
1521	ENOG4105GWT	10	8	K	Transcriptional regulator, luxr family	11	A502
1522	ENOG4107EVR	7	7	S		11	A356
1523	ENOG4107Y5W	4	4	G	sugar ABC transporter, substrate-binding protein	14	A500
1524	ENOG4107Y5S	20	20	I	Lipid kinase, YegS Rv2252 BmrU family	13	A500
1525	ENOG4107755	4	4	S		4	A492
1526	ENOG4107756	2	2	S		9	A356
1527	ENOG4107I04	5	5	K	Transcriptional regulator, MarR family	5	A502
1528	ENOG4106DTD	4	4	S		6	A356
1529	ENOG4106DTM	7	6	S		13	A519
1530	ENOG4108W7F	68	62	P	transporter, permease	6	A360
1531	ENOG4108W76	114	113	E	histidinol phosphate phosphatase hisj family	15	A519
1532	ENOG4108W75	16	16	S	Dynamin family	13	A502
1533	ENOG4106SWU	4	4	S		7	A519
1534	ENOG4108MJV	15	15	F	Nudix family	11	A361
1535	ENOG4108MJI	363	293	T	response regulator	11	A502
1536	ENOG4106IC5	3	3	S	MTH538 TIR-like domain (DUF1863)	9	A492
1537	ENOG4108N68	59	46	T	UspA domain-containing protein	15	A519
1538	ENOG4107Z39	11	11	S	dedA family	15	A519
1539	ENOG4107Z36	21	21	M	nucleotidyl transferase	13	A492
1540	ENOG4107Z3M	4	4	BK	radical SAM domain protein	7	A457
1541	ENOG4105HJX	1086	1032	H	Biotin- acetyl-CoA-carboxylase ligase	13	A502
1542	ENOG4105HJN	26	26	S	Chaperonin	13	A519
1543	ENOG41089P7	2	2	J	30S ribosomal protein S21	4	A361
1544	ENOG4105U2D	22	22	S		15	A519
1545	ENOG4107QSZ	77	58	V	Mate efflux family protein	14	A500
1546	ENOG4107QSA	456	391	C	Oxaloacetate decarboxylase	15	A519
1547	ENOG41062EH	11	10	S	Phage protein 	7	A457
1548	ENOG41062EX	10	10	S		8	A519
1549	ENOG41062EQ	56	56	S		15	A519
1550	ENOG41062E3	50	50	J	50S ribosomal protein L29	14	A519
1551	ENOG410873K	10	9	S	Baseplate Assembly Protein V	6	A457
1552	ENOG4106QDZ	2	2	S	Inherit from NOG: Asn thr-rich large protein family protein	9	A457
1553	ENOG4108H8A	2	2	S		10	A519
1554	ENOG41066VA	7	6	S		5	A356
1555	ENOG41066VU	3	3	M	D-alanyl-D-alanine carboxypeptidase	4	A457
1556	ENOG4105CV3	49	31	S	copper amine	11	A356
1557	ENOG4105CVK	287	233	E	Glutamate decarboxylase	15	A519
1558	ENOG4105CVM	1555	1073	H	Molybdenum cofactor synthesis domain protein	15	A457
1559	ENOG4105N07	26	25	S		14	A502
1560	ENOG4105N03	14	14	P	sugE protein	4	A361
1561	ENOG4105N0M	32	29	S	protein (oxidative damage protectant)	5	A360
1562	ENOG4105N0D	31	29	S	Protein of unknown function (DUF3268)	13	A500
1563	ENOG41090XY	28	25	O	Redoxin domain protein	15	A519
1564	ENOG4105XMD	13	13	S		11	A492
1565	ENOG4108KD5	95	89	O	ADP-ribosylation crystallin J1	11	A502
1566	ENOG4108KDT	78	46	S	Molybdate metabolism regulator	14	A519
1567	ENOG4108KDX	8	7	S	Protein of unknown function DUF116	4	A457
1568	ENOG4108KDC	12	11	S		2	A502
1569	ENOG4108KDH	101	81	G	PTS System	12	A360
1570	ENOG4105MU0	15	14	K	transcriptional regulator, BlaI MecI CopY family	15	A519
1571	ENOG4105SPA	12	12	K	RNA Polymerase	14	A519
1572	ENOG4106XVS	14	6	S		9	A492
1573	ENOG4106YVK	6	4	S	Pfam:DUF1790	4	A360
1574	ENOG410845I	4	4	S	Modulates RecA activity (By similarity)	10	A500
1575	ENOG4105U3M	5	5	T	Response regulator receiver domain	8	A502
1576	ENOG41063IF	12	12	S		13	A500
1577	ENOG4107XAH	15	14	V	Mate efflux family protein	12	A500
1578	ENOG41084C6	47	47	C	ATP synthase, Delta Epsilon	14	A519
1579	ENOG41084CE	44	43	S	UPF0342 protein	9	A356
1580	ENOG4106F1Y	10	10	S		4	A356
1581	ENOG41077NW	20	20	S		4	A457
1582	ENOG41064T1	11	9	K	RNA Polymerase	10	A492
1583	ENOG41064TR	7	7	S		6	A360
1584	ENOG41064TE	220	154	G	hydrolase family 30	15	A519
1585	ENOG41064TJ	4	4	S		10	A361
1586	ENOG410671N	29	24	S	Ragb susd domain-containing protein	12	A519
1587	ENOG4105YZN	57	57	S	Protein of unknown function (DUF465)	5	A500
1588	ENOG4105YZH	18	18	S		8	A361
1589	ENOG4106I6E	4	4	S		6	A361
1590	ENOG41080Z0	5	5	G	ROK family	8	A457
1591	ENOG41080Z6	3	3	S		2	A492
1592	ENOG41080Z5	6	6	M	outer membrane assembly lipoprotein yfio	10	A457
1593	ENOG41080ZF	20	13	L	Helicase associated domain	14	A519
1594	ENOG41080ZT	57	50	K	RNA Polymerase	15	A519
1595	ENOG4108Q7W	8	8	S	SpoVG	11	A492
1596	ENOG4108E4B	37	37	S	gtp-binding protein	13	A492
1597	ENOG4106MT9	5	5	S		13	A492
1598	ENOG4106EGT	4	4	S		13	A502
1599	ENOG4105EBP	286	255	S	faD-dependent pyridine nucleotide-disulfide oxidoreductase	13	A519
1600	ENOG4107ASI	2	2	S	Coat F domain	5	A502
1601	ENOG4107ASX	2	2	K		7	A457
1602	ENOG4107AS8	2	2	S		9	A500
1603	ENOG41062ZI	8	8	K	AraC-like ligand binding domain	12	A502
1604	ENOG41062ZA	34	34	S	Outer membrane protein domain-containing protein	4	A457
